text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"About time, Denis! Welcome. Let me know if you need any pointers. https://t.co/WullueHj28",FALSE,3250,NA,2016-01-06 22:21:03,FALSE,NA,6.84862266978742E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,843,FALSE,FALSE,NA,NA
"The gun lobby may be holding Congress hostage, but they can't hold America hostage. We can't accept this carnage in our communities.",FALSE,22711,POTUS44,2016-01-04 23:46:28,FALSE,6.84157715837403E+017,6.84158987185615E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,11673,FALSE,FALSE,NA,NA
What's often ignored in this debate is that a majority of gun owners agree with commonsense steps to save lives.,FALSE,11818,POTUS44,2016-01-04 23:41:25,FALSE,6.84156422179787E+017,6.84157715837403E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,4898,FALSE,FALSE,NA,NA
"We will keep guns out of the wrong hands, enforce our guns laws, and ensure those with serious mental illnesses get treatment.",FALSE,9961,POTUS44,2016-01-04 23:36:16,FALSE,6.84155537433309E+017,6.84156422179787E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,4916,FALSE,FALSE,NA,NA
"Tomorrow, I'm taking action to reduce gun violence and save lives - protecting the Second Amendment and our kids. https://t.co/vNqXEhaC9M",FALSE,14018,POTUS44,2016-01-04 23:32:45,FALSE,6.84154637436371E+017,6.84155537433309E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,8216,FALSE,FALSE,NA,NA
"Guns now kill as many people as cars in almost half of the U.S. We can't stop every act of violence, but we can save lives if we act.",FALSE,9206,POTUS44,2016-01-04 23:29:11,FALSE,6.84153926636016E+017,6.84154637436371E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,5737,FALSE,FALSE,NA,NA
"Each year, more than 30,000 American lives are cut short by guns - two-thirds coming from suicides. Too many Americans have lost loved ones.",FALSE,17135,NA,2016-01-04 23:26:21,FALSE,NA,6.84153926636016E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,8356,FALSE,FALSE,NA,NA
"From the Obama family to yours, Merry Christmas! And a special thank you to all our men and women in uniform this holiday season.",FALSE,28978,NA,2015-12-25 19:04:41,FALSE,NA,6.80464195993911E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7572,FALSE,FALSE,NA,NA
I'm proud of the @NBA for taking a stand against gun violence. Sympathy for victims isn't enough – change requires all of us speaking up.,FALSE,15885,NA,2015-12-23 21:21:01,FALSE,NA,6.79773729749078E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6703,FALSE,FALSE,NA,NA
Zaevion Dobson died saving three friends from getting shot. He was a hero at 15. What's our excuse for not acting? https://t.co/hn98uGsjKZ,FALSE,21928,NA,2015-12-20 19:22:11,FALSE,NA,6.78656661024858E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,15823,FALSE,FALSE,NA,NA
"Congrats on a great career, Abby Wambach. For the goals you’ve scored &amp; the kids you’ve inspired, you’re the GOAT! https://t.co/Kud56ChsBO",FALSE,27580,NA,2015-12-16 20:24:12,FALSE,NA,6.77222716303364E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,12109,FALSE,FALSE,NA,NA
"The strong Paris agreement on climate means a safer, more secure world for our kids. A perfect example of what American leadership can do.",FALSE,11355,NA,2015-12-12 22:58:54,FALSE,NA,6.75812094902714E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4337,FALSE,FALSE,NA,NA
The opioid epidemic is destroying lives. We need to put treatment within reach of anyone who needs it. https://t.co/RJfKkield9,FALSE,3987,NA,2015-12-10 21:21:21,FALSE,NA,6.75062773307589E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2184,FALSE,FALSE,NA,NA
"Herzlichen Glückwunsch to my friend and Time's Person of the Year, Angela Merkel! Thanks for your moral leadership and strong partnership.",FALSE,7953,NA,2015-12-09 23:42:45,FALSE,NA,6.74735966830117E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2733,FALSE,FALSE,NA,NA
"150 years since the abolition of slavery, a turning point in our history. Progress - that's our story.",FALSE,13163,NA,2015-12-09 16:03:33,FALSE,NA,6.74620408642085E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5478,FALSE,FALSE,NA,NA
"Addressing climate change takes all of us, especially the private sector going all-in on clean energy worldwide. https://t.co/qQ6wCZUR1Z",FALSE,7326,NA,2015-11-30 16:31:40,FALSE,NA,6.71365993399255E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3735,FALSE,FALSE,NA,NA
Good news: the world now adds more clean power capacity each year than dirtier fossil-fuel based power capacity. https://t.co/nrNiwDAKuN,FALSE,7783,NA,2015-11-29 22:31:55,FALSE,NA,6.71094262826705E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4550,FALSE,FALSE,NA,NA
Enjoyed stopping by Upshur Street Books today. Celebrate Small Business Saturday by supporting a business near you. https://t.co/udTcIhxtOC,FALSE,7406,NA,2015-11-28 23:24:25,FALSE,NA,6.70745089975722E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2094,FALSE,FALSE,NA,NA
"Happy Thanksgiving, everyone! Today, we give thanks for all of our loved ones and the brave men and women in uniform who serve our country.",FALSE,20684,NA,2015-11-26 17:01:27,FALSE,NA,6.69923936574923E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7292,FALSE,FALSE,NA,NA
Slamming the door in the face of refugees would betray our deepest values. That's not who we are. And it's not what we're going to do.,FALSE,62213,POTUS44,2015-11-18 16:49:20,FALSE,6.67021076094976E+017,6.6702178472677E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,43393,FALSE,FALSE,NA,NA
Welcoming the world’s vulnerable who seek the safety of America is not new to us. We've safely welcomed 3 million refugees since 1975.,FALSE,16937,POTUS44,2015-11-18 16:46:31,FALSE,6.67020445066097E+017,6.67021076094976E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,9198,FALSE,FALSE,NA,NA
"Here, our focus is giving safe haven to the most vulnerable Syrians – women, children, and survivors of torture.",FALSE,8945,POTUS44,2015-11-18 16:44:01,FALSE,6.67019888234529E+017,6.67020445066097E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4958,FALSE,FALSE,NA,NA
"We will provide refuge to at least 10,000 refugees fleeing violence in Syria over the next year after they pass the highest security checks.",FALSE,11713,POTUS44,2015-11-18 16:41:48,FALSE,6.67019384225997E+017,6.67019888234529E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6720,FALSE,FALSE,NA,NA
We also win this fight with our values. America can ensure our own security while welcoming refugees desperately seeking safety from ISIL.,FALSE,7615,POTUS44,2015-11-18 16:39:48,FALSE,6.67018696137773E+017,6.67019384225997E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4138,FALSE,FALSE,NA,NA
"Protecting the American people is my top priority. With our 65 global partners, we're leading the campaign to degrade and destroy ISIL.",FALSE,13815,NA,2015-11-18 16:37:04,FALSE,NA,6.67018696137773E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5731,FALSE,FALSE,NA,NA
"This is an American hero: Capt. Groberg put it all on the line for his team. On his worst day, he gave us his best. https://t.co/WdWAPswJpE",FALSE,12208,NA,2015-11-12 17:13:00,FALSE,NA,6.64853410135614E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3934,FALSE,FALSE,NA,NA
"Today, we honor the incredible men and women who have served our country. Their sacrifice and selflessness is second to none.",FALSE,16894,NA,2015-11-11 15:35:20,FALSE,NA,6.64466446102217E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,9525,FALSE,FALSE,NA,NA
I just launched my Facebook page with a video on climate change. America will lead on this. The time to act is now. https://t.co/WG5y1FbhIA,FALSE,6413,NA,2015-11-09 20:20:51,FALSE,NA,6.63813521289953E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2876,FALSE,FALSE,NA,NA
"Every American deserves quality, affordable health care. If you or a friend needs coverage, go to https://t.co/PJ7xIL6FjY and sign up now.",FALSE,5264,NA,2015-11-01 17:10:25,FALSE,NA,6.60866496474833E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2765,FALSE,FALSE,NA,NA
Who knew community policing could involve the Nae Nae? Great example of police having fun while keeping us safe: https://t.co/ZGeTDm6OYw,FALSE,7366,NA,2015-10-29 16:55:03,FALSE,NA,6.59775465352249E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4490,FALSE,FALSE,NA,NA
Good to be home for a night. Even better to see the @chicagobulls start the season off right! #SeeRed,FALSE,17694,NA,2015-10-28 02:35:38,FALSE,NA,6.59196797701763E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,9230,FALSE,FALSE,NA,NA
Our thoughts are with the Mexican people as they brace for Hurricane Patricia. USAID disaster experts are on the ground and ready to help.,FALSE,22926,NA,2015-10-23 19:33:37,FALSE,NA,6.57641041361818E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",POTUS44,18202,FALSE,FALSE,NA,NA
"Happy Back to the Future Day, @RealMikeFox! Ever think about the fact that we live in the future we dreamed of then? That's heavy, man.",FALSE,32571,NA,2015-10-21 20:13:50,FALSE,NA,6.56926385882186E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,18042,FALSE,FALSE,NA,NA
So I'm eager to hear from folks in Charleston today on actions we can take to put recovery within reach for anyone who needs it.,FALSE,2432,POTUS44,2015-10-21 18:05:18,FALSE,6.56893143015526E+017,6.56894040319791E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,937,FALSE,FALSE,NA,NA
Congrats @Cubs - even @whitesox fans are rooting for you!,FALSE,17781,NA,2015-10-14 00:39:33,FALSE,NA,6.54094154176315E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,9065,FALSE,FALSE,NA,NA
"Thanks, Zack. https://t.co/gOGzWmYdxQ",FALSE,13631,NA,2015-10-02 00:52:38,FALSE,NA,6.49748792099623E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,9562,FALSE,FALSE,NA,NA
We have a moral responsibility to do what we can for families forced from their homes. Find out how you can help at http://t.co/J8A6mTD6D4.,FALSE,4511,POTUS44,2015-09-28 17:05:17,FALSE,6.48543480277545E+017,6.48544017806938E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2442,FALSE,FALSE,NA,NA
But this isn't just about what I can do as President. Every single one of us - from citizens to NGOs - can help refugees find safe haven.,FALSE,3709,POTUS44,2015-09-28 17:03:09,FALSE,6.48543139196744E+017,6.48543480277545E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1613,FALSE,FALSE,NA,NA
"We're also increasing the number of Syrian and other refugees we admit to the U.S. to 100,000 per year for the next two years.",FALSE,4260,POTUS44,2015-09-28 17:01:48,FALSE,6.48542721125294E+017,6.48543139196744E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4822,FALSE,FALSE,NA,NA
We've provided more than $4.5 billion in humanitarian aid to help meet the needs of those impacted by the Syrian conflict.,FALSE,2347,POTUS44,2015-09-28 17:00:08,FALSE,6.48542324167975E+017,6.48542721125294E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1217,FALSE,FALSE,NA,NA
"Nearly 12 million people have been displaced by the conflict in Syria. As Americans, we can't sit idly by. That's not who we are.",FALSE,7842,NA,2015-09-28 16:58:34,FALSE,NA,6.48542324167975E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3759,FALSE,FALSE,NA,NA
I'm grateful for the teachers who helped spark my sense of curiosity. The #62MillionGirls who aren't in school should have that same chance.,FALSE,13861,NA,2015-09-26 23:15:51,FALSE,NA,6.47912497450607E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7681,FALSE,FALSE,NA,NA
"Yogi Berra was an American original - a Hall of Famer, jovial prophet, &amp; a humble veteran. We'll miss you, Yogi, but your legacy ain't over.",FALSE,10795,NA,2015-09-23 20:42:08,FALSE,NA,6.46786649251164E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4762,FALSE,FALSE,NA,NA
"Welcome to the White House, @Pontifex! Your messages of love, hope, and peace have inspired us all.",FALSE,13925,NA,2015-09-23 12:45:23,FALSE,NA,6.46666671864853E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6618,FALSE,FALSE,NA,NA
Millions of families are more secure thanks to the ACA. Join them and #GetCovered on Nov 1: http://t.co/PJ7xIL6FjY  https://t.co/GF6yS0aHol,FALSE,1856,NA,2015-09-22 18:27:13,FALSE,NA,6.46390309551776E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,968,FALSE,FALSE,NA,NA
Our right to vote is sacred. It's the foundation of our democracy. You can find out how to register to vote at http://t.co/8kaqY0U3fn.,FALSE,5172,NA,2015-09-22 15:52:10,FALSE,NA,6.46351288964354E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3769,FALSE,FALSE,NA,NA
"Cool clock, Ahmed. Want to bring it to the White House? We should inspire more kids like you to like science. It's what makes America great.",FALSE,414510,NA,2015-09-16 16:58:54,FALSE,NA,6.44193755814343E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,376060,FALSE,FALSE,NA,NA
We've fought back because of you. We shouldn't slip back because of Congress. I urge them to send me a budget that invests in our future.,FALSE,7177,POTUS44,2015-09-15 20:36:39,FALSE,6.43885400847594E+017,6.43886166769406E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2694,FALSE,FALSE,NA,NA
"When I took office, the budget deficit had reached 9.2% of our GDP. We've cut that down to 2.8%. http://t.co/3viaw4b0bB",FALSE,10266,POTUS44,2015-09-15 20:33:37,FALSE,6.438846802536E+017,6.43885400847594E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,6409,FALSE,FALSE,NA,NA
"When I took office, 15.4% of our population was uninsured. Today, we’ve cut that by more than a third. http://t.co/3OOqcz8Oxp",FALSE,5232,POTUS44,2015-09-15 20:30:45,FALSE,6.43883952093073E+017,6.438846802536E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3501,FALSE,FALSE,NA,NA
"In 2009, our auto industry was flatlining. Now our workers are on pace to sell more American cars and trucks than any year since 2001.",FALSE,3856,POTUS44,2015-09-15 20:27:51,FALSE,6.43883096689914E+017,6.43883952093073E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2500,FALSE,FALSE,NA,NA
We've cut the unemployment rate in half – from a high of 10% down to 5.1%. And we're not done. http://t.co/uRfaSoiGuA,FALSE,6570,POTUS44,2015-09-15 20:24:27,FALSE,6.43882408283087E+017,6.43883096689914E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,5004,FALSE,FALSE,NA,NA
"When I took office, 800,000 Americans lost their jobs each month. Our businesses have now added 13.1 million jobs over 66 straight months.",FALSE,7267,POTUS44,2015-09-15 20:21:43,FALSE,6.43882148315951E+017,6.43882408283087E+017,1536791610,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,5400,FALSE,FALSE,NA,NA
"7 years ago today, Lehman Brothers filed for bankruptcy, setting off the worst financial crisis in decades. Here's how far we've come:",FALSE,5528,NA,2015-09-15 20:20:41,FALSE,NA,6.43882148315951E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2980,FALSE,FALSE,NA,NA
"""@FAFSA"" might be hard to say, but filling it out can help you pay for college. FLOTUS, you're up! #5TimesFAFSA http://t.co/y1Jv8aeGUH",FALSE,5113,NA,2015-09-14 15:06:10,FALSE,NA,6.43440607721992E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2641,FALSE,FALSE,NA,NA
"14 years after the terrorist attacks of 9/11, we honor those we lost. We salute all who serve to keep us safe. We stand as strong as ever.",FALSE,46032,NA,2015-09-11 13:24:05,FALSE,NA,6.42327755221299E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,37238,FALSE,FALSE,NA,NA
Today's Senate vote on the Iran deal is a historic step toward preventing Iran from obtaining a nuclear weapon. The world is safer for it.,FALSE,7056,NA,2015-09-10 21:15:51,FALSE,NA,6.42084092113256E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2803,FALSE,FALSE,NA,NA
"Thank you, Colin, for putting your experience and expertise behind this important initiative for our country. https://t.co/bSnaLMs8CU",FALSE,4978,NA,2015-09-06 16:45:57,FALSE,NA,6.40566616925819E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2527,FALSE,FALSE,NA,NA
I loved Alaska and met so many inspiring people. Have to keep up the fight on climate change for their sake—and ours. http://t.co/HzWW0S6iQc,FALSE,21407,NA,2015-09-03 18:42:44,FALSE,NA,6.39508843773469E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,8483,FALSE,FALSE,NA,NA
"Today we’re returning Mount McKinley to its native name - Denali, a step to reflect the heritage of Alaska Natives. http://t.co/WyzQImKymX",FALSE,28173,NA,2015-08-31 17:31:01,FALSE,NA,6.38403631306248E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,13424,FALSE,FALSE,NA,NA
"In Treme, I was inspired by the progress &amp; people 10 years after Katrina. It gives us hope, but our work isn't done. http://t.co/LDqsARhnZt",FALSE,7302,NA,2015-08-29 21:09:18,FALSE,NA,6.37733790090199E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2513,FALSE,FALSE,NA,NA
"Amidst global volatility, Congress should protect the momentum of our growing economy (not kill it). We must avoid shutdown / austerity.",FALSE,3638,NA,2015-08-27 15:27:51,FALSE,NA,6.3692308481826E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1485,FALSE,FALSE,NA,NA
The National Park Service: 99 years and 84 million acres strong. Congrats to all who work to protect these treasures. http://t.co/R8RyB9vkVW,FALSE,13418,NA,2015-08-25 17:55:38,FALSE,NA,6.36235501658223E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,5460,FALSE,FALSE,NA,NA
"President Carter is as good a man as they come. Michelle and I are praying for him and Rosalynn. We're all pulling for you, Jimmy.",FALSE,15839,NA,2015-08-20 17:14:53,FALSE,NA,6.34413305516413E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5913,FALSE,FALSE,NA,NA
"Due to popular request, here are my vacation playlists: http://t.co/uer5sIl4Vk http://t.co/zHEekHvQBr What's your favorite summer song?",FALSE,13273,NA,2015-08-14 15:30:35,FALSE,NA,6.3221273020901E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7769,FALSE,FALSE,NA,NA
Thank you for all you've done to protect our sacred right to vote. It's as important today as it's ever been. https://t.co/ge74wu5nc1,FALSE,4123,NA,2015-08-06 17:30:29,FALSE,NA,6.29343799299412E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1742,FALSE,FALSE,NA,NA
"Heroes like @RepJohnLewis, Dr. King, and countless others sacrificed so that all of our voices could be heard. http://t.co/L7kxtWQlYW",FALSE,8828,POTUS44,2015-08-06 17:26:02,FALSE,6.29342056876503E+017,6.2934268196205E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4796,FALSE,FALSE,NA,NA
"Before 1965, African Americans faced poll taxes, literacy tests, or having to count jellybeans in a jar when they tried to register to vote.",FALSE,6953,POTUS44,2015-08-06 17:23:33,FALSE,6.29341526439653E+017,6.29342056876503E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4724,FALSE,FALSE,NA,NA
"50 years ago today, President Johnson signed the Voting Rights Act into law, securing the right to vote for millions of African Americans.",FALSE,11964,NA,2015-08-06 17:21:27,FALSE,NA,6.29341526439653E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6620,FALSE,FALSE,NA,NA
Pretty incredible time lapse of the dark side of the moon passing Earth from @NASA. American ingenuity at work! http://t.co/JKep9bcxGQ,FALSE,11508,NA,2015-08-05 23:01:41,FALSE,NA,6.29064761188184E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7105,FALSE,FALSE,NA,NA
Important detail – there are no secret deals. My staff can brief you on any question about any part of the deal. https://t.co/UO0B5xCOPh,FALSE,5507,NA,2015-08-05 20:46:43,FALSE,NA,6.29030795299148E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2599,FALSE,FALSE,NA,NA
The choice is ultimately between diplomacy and war. Iran's nuclear program accelerates if Congress kills this deal. https://t.co/nvBeO1Omko,FALSE,3291,NA,2015-08-05 20:45:23,FALSE,NA,6.29030461449339E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1743,FALSE,FALSE,NA,NA
"It's the strongest nuclear deal ever negotiated. There's no such thing as a ""better deal."" Walking away risks war. https://t.co/la7GhQXfzl",FALSE,3480,NA,2015-08-05 20:36:48,FALSE,NA,6.29028301454094E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1855,FALSE,FALSE,NA,NA
I refuse to condemn our kids to a planet that's beyond fixing. Let's meet this challenge and #ActOnClimate together.,FALSE,14811,POTUS44,2015-08-03 19:29:02,FALSE,6.28285077970154E+017,6.28286472781754E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,8180,FALSE,FALSE,NA,NA
"Despite what the critics will tell you, this plan will ultimately save the average American family nearly $85 a year on their energy bills.",FALSE,6012,POTUS44,2015-08-03 19:23:30,FALSE,6.28283831104238E+017,6.28285077970154E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2290,FALSE,FALSE,NA,NA
