text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"Thanks to this plan, there will be 90,000 fewer asthma attacks among our kids and we'll avoid 3,600 premature deaths in 2030.",FALSE,4817,POTUS44,2015-08-03 19:18:32,FALSE,6.28283044772868E+017,6.28283831104238E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2460,FALSE,FALSE,NA,NA
"It's time to change that. With the Clean Power Plan, by 2030, carbon pollution from power plants will be 32% lower than it was a decade ago.",FALSE,4556,POTUS44,2015-08-03 19:15:25,FALSE,6.2828217487E+017,6.28283044772868E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2833,FALSE,FALSE,NA,NA
"Right now, power plants account for about one-third of America’s carbon pollution. That’s more than our cars, airplanes, and homes combined.",FALSE,3369,POTUS44,2015-08-03 19:11:58,FALSE,6.28280902817305E+017,6.2828217487E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2359,FALSE,FALSE,NA,NA
"Levels of carbon dioxide in our atmosphere are higher than they’ve been in 800,000 years. 2014 was the planet’s warmest year on record.",FALSE,4445,POTUS44,2015-08-03 19:06:54,FALSE,6.2828071001772E+017,6.28280902817305E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3786,FALSE,FALSE,NA,NA
"Today, we're announcing America's Clean Power Plan—the most important step we've ever taken to combat climate change. Here are the facts:",FALSE,11532,NA,2015-08-03 19:06:08,FALSE,NA,6.2828071001772E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5040,FALSE,FALSE,NA,NA
"Hey @StationCDRKelly, loving the photos. Do you ever look out the window and just freak out?",FALSE,11083,NA,2015-08-01 19:25:04,FALSE,NA,6.27560699347255E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3682,FALSE,FALSE,NA,NA
"Launching a pilot program to help students in prison pay for college, because everyone willing to work for it deserves a second chance.",FALSE,18221,NA,2015-07-31 20:15:39,FALSE,NA,6.27211041466941E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,7556,FALSE,FALSE,NA,NA
"Happy 50th birthday, Medicare and Medicaid! Two programs, one promise: that every American deserves a basic measure of dignity and security.",FALSE,7802,NA,2015-07-30 16:39:56,FALSE,NA,6.26794365869011E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3200,FALSE,FALSE,NA,NA
"25 years of the ADA and Americans with disabilities are breaking more barriers than ever, making all of us more free. Let's keep going.",FALSE,6313,NA,2015-07-26 21:05:59,FALSE,NA,6.25411767414444E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2837,FALSE,FALSE,NA,NA
"Proud to be the first American President to visit Kenya. Happy to see family, and to talk with young Kenyans about the future.",FALSE,30339,NA,2015-07-24 21:25:42,FALSE,NA,6.24691954224366E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,18168,FALSE,FALSE,NA,NA
"E.L. Doctorow was one of America's greatest novelists. His books taught me much, and he will be missed.",FALSE,3946,NA,2015-07-22 01:13:00,FALSE,NA,6.23661992952377E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1728,FALSE,FALSE,NA,NA
Just got this new blue marble photo from @NASA. A beautiful reminder that we need to protect the only planet we have. http://t.co/JQ3174P0LF,FALSE,32081,NA,2015-07-20 14:27:08,FALSE,NA,6.23137065341952E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,19571,FALSE,FALSE,NA,NA
Had a great visit today with Emma Didlake - our oldest living veteran at 110-years-young! She's a true American hero. http://t.co/EeeIC3AK4A,FALSE,17067,NA,2015-07-17 20:54:55,FALSE,NA,6.22147491862028E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5581,FALSE,FALSE,NA,NA
Congrats to Oregon on passing two years of free community college! Every hardworking student deserves access to higher education.,FALSE,38086,NA,2015-07-17 17:10:33,FALSE,NA,6.22091025541136E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,22079,FALSE,FALSE,NA,NA
Pluto just had its first visitor! Thanks @NASA - it's a great day for discovery and American leadership. http://t.co/FfztBSMbK0,FALSE,35918,NA,2015-07-15 01:46:43,FALSE,NA,6.21133763385426E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,18516,FALSE,FALSE,NA,NA
Good conversation with Tom Friedman on the deal we reached with Iran. It's a major step toward a safer world.  https://t.co/xwSrH9IoFG,FALSE,2953,NA,2015-07-15 00:57:51,FALSE,NA,6.21121462649397E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1331,FALSE,FALSE,NA,NA
Mass incarceration doesn't work. Let's build communities that give kids a shot at success and prisons that prepare people for a 2nd chance.,FALSE,29546,POTUS44,2015-07-14 22:47:13,FALSE,6.21087343253058E+017,6.21088588583801E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,24150,FALSE,FALSE,NA,NA
We could eliminate tuition at every public college and university in America with the $80 billion we spend each year on incarcerations.,FALSE,81463,POTUS44,2015-07-14 22:42:16,FALSE,6.21086198254146E+017,6.21087343253058E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,91582,FALSE,FALSE,NA,NA
The $80 billion we spend each year on incarcerations could double the salary of every high school teacher in America.,FALSE,18491,POTUS44,2015-07-14 22:37:43,FALSE,6.21085397007888E+017,6.21086198254146E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,18790,FALSE,FALSE,NA,NA
The $80 billion we spend each year to keep people incarcerated could pay for universal pre-K for every 3-year-old and 4-year-old in America.,FALSE,12877,POTUS44,2015-07-14 22:34:32,FALSE,6.21084469970215E+017,6.21085397007888E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,13580,FALSE,FALSE,NA,NA
"In 1980, there were 500,000 people in American jails. Today, there are 2.2 million. Many belong. But too many are nonviolent offenders.",FALSE,11668,POTUS44,2015-07-14 22:30:51,FALSE,6.21083313063764E+017,6.21084469970215E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,11058,FALSE,FALSE,NA,NA
America keeps more people behind bars than the top 35 European countries combined.,FALSE,9386,POTUS44,2015-07-14 22:26:15,FALSE,6.21081946236563E+017,6.21083313063764E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,10499,FALSE,FALSE,NA,NA
"America is home to 5% of the world's population, but 25% of the world's prisoners.",FALSE,11386,POTUS44,2015-07-14 22:20:49,FALSE,6.21081548029346E+017,6.21081946236563E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,12727,FALSE,FALSE,NA,NA
"Just spoke to the NAACP about criminal justice reform, something many broadly agree on. Some stats:",FALSE,5592,NA,2015-07-14 22:19:14,FALSE,NA,6.21081548029346E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2663,FALSE,FALSE,NA,NA
"South Carolina taking down the confederate flag - a signal of good will and healing, and a meaningful step towards a better future.",FALSE,30385,NA,2015-07-10 14:12:50,FALSE,NA,6.19509587272692E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",POTUS44,18443,FALSE,FALSE,NA,NA
What a win for Team USA! Great game @CarliLloyd! Your country is so proud of all of you. Come visit the White House with the World Cup soon.,FALSE,54029,NA,2015-07-06 01:01:08,FALSE,NA,6.17860799953011E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,25851,FALSE,FALSE,NA,NA
http://t.co/Ft3DwYWRJv,FALSE,23036,POTUS44,2015-07-05 03:57:06,FALSE,6.17430014422843E+017,6.17542692952764E+017,1536791610,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4990,FALSE,FALSE,NA,NA
"It doesn't get much better than celebrating America with the people you love. Happy Fourth of July, everyone!",FALSE,27486,NA,2015-07-04 20:29:21,FALSE,NA,6.17430014422843E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,8670,FALSE,FALSE,NA,NA
It's not mine; just a loaner. Maybe you can come play at the White House sometime instead?  https://t.co/srZKB6plzz,FALSE,29205,NA,2015-07-02 03:02:33,FALSE,NA,6.16441802023961E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,12002,FALSE,FALSE,NA,NA
"Gotta go, but this was fun. Let's keep the health care conversation going - share how the #ACAWorks for you or your family.",FALSE,4842,NA,2015-07-01 20:21:36,FALSE,NA,6.16340901351264E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,860,FALSE,FALSE,NA,NA
butler's a great player on o and d; let's sign him up long term. go bulls! https://t.co/IqbyUmcbmJ,FALSE,5031,NA,2015-07-01 20:17:54,FALSE,NA,6.16339969125302E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3330,FALSE,FALSE,NA,NA
"people lack info/turned off by political noise. w court case done, let's focus on getting people signed up. https://t.co/vFCDgMXSE9",FALSE,2375,NA,2015-07-01 20:16:58,FALSE,NA,6.16339733132804E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,804,FALSE,FALSE,NA,NA
pushing to make 2 yrs comm college free; permit refinancing on student loans; push colleges to keep tuition low https://t.co/dTbTNDQSII,FALSE,14361,NA,2015-07-01 20:13:47,FALSE,NA,6.1633893396267E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,9762,FALSE,FALSE,NA,NA
"respect the nyt, but not buying peas in guac. onions, garlic, hot peppers. classic. https://t.co/MEEI8QHH1V",FALSE,20160,NA,2015-07-01 20:12:10,FALSE,NA,6.16338528138609E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,14023,FALSE,FALSE,NA,NA
was listening to outkast/liberation and the black keys/lonely boy this morning. https://t.co/1DP6CRdwlm,FALSE,34748,NA,2015-07-01 20:10:09,FALSE,NA,6.16338019843461E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,21460,FALSE,FALSE,NA,NA
there's a hardship exemption; fine only applies to folks who can afford insurance but choose not to. https://t.co/XWFEKbZCaT,FALSE,2478,NA,2015-07-01 20:08:51,FALSE,NA,6.163376925829E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1058,FALSE,FALSE,NA,NA
"have principles and issues you are passionate about, and act; worry more about doing something than being something. https://t.co/QqbgflhXDY",FALSE,6989,NA,2015-07-01 20:06:28,FALSE,NA,6.16337090767405E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,3492,FALSE,FALSE,NA,NA
EX-IM bank helps US companies export; that means good paying american jobs. optimistic that congress gets it done. https://t.co/UeBhgiL64B,FALSE,789,NA,2015-07-01 20:05:05,FALSE,NA,6.16336742854078E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,339,FALSE,FALSE,NA,NA
now's time to encourage states that held off for political reasons to do the right thing; contact state officials! https://t.co/QqUY3S9MoC,FALSE,1293,NA,2015-07-01 20:02:53,FALSE,NA,6.16336192443916E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,554,FALSE,FALSE,NA,NA
congratulations! hope you guys are getting sleep. nothing beats babies! https://t.co/ymGM0HARad,FALSE,3778,NA,2015-07-01 20:00:55,FALSE,NA,6.163356949282E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,702,FALSE,FALSE,NA,NA
"not true - like last year, insurers request premium hikes, but must be approved; expect final increases to be less   https://t.co/WfJI2AOLkP",FALSE,1157,NA,2015-07-01 19:59:32,FALSE,NA,6.16335347174232E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,493,FALSE,FALSE,NA,NA
we need to encourage states to take advantage of medicaid expansion; could insure 4 mil more people in 22 states! https://t.co/S9RlkVB1An,FALSE,1571,NA,2015-07-01 19:55:46,FALSE,NA,6.16334401157378E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,732,FALSE,FALSE,NA,NA
"Alright, let's do this. Ready to answer your health care questions. Keep 'em coming with #AskPOTUS. http://t.co/wK8RDF2H0i",FALSE,6884,NA,2015-07-01 19:55:12,FALSE,NA,6.16334258697859E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2104,FALSE,FALSE,NA,NA
Inspired by what @Pontifex wrote on climate change. Agree we have a moral responsibility to act to protect our kids and God's creation.,FALSE,9202,NA,2015-06-18 23:20:59,FALSE,NA,6.11675003436843E+017,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",POTUS44,4584,FALSE,FALSE,NA,NA
Thrilled to formally recognize @LorettaLynch as the people's lawyer. You'll have no better partner in the fight for equality and justice.,FALSE,4467,NA,2015-06-17 17:44:38,FALSE,NA,6.11227969030328E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1662,FALSE,FALSE,NA,NA
What a team win for the Warriors and an epic season for Steph. Kudos to LeBron and the Cavs for an unbelievable effort under adversity.,FALSE,26465,NA,2015-06-17 04:23:31,FALSE,NA,6.11026361491325E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,15522,FALSE,FALSE,NA,NA
Congrats to my hometown @NHLBlackhawks on 3 titles in 6 years - we'll see you and The Cup at the White House!,FALSE,15675,NA,2015-06-16 14:43:36,FALSE,NA,6.10820023968514E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,6439,FALSE,FALSE,NA,NA
So proud of these White House mentorship grads. Can't wait to see all the great things you achieve. I believe in you! http://t.co/ao6k8ErjHI,FALSE,8852,NA,2015-06-15 19:57:04,FALSE,NA,6.10536520387269E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3743,FALSE,FALSE,NA,NA
I challenged them to a race. http://t.co/FpEUTnYgoD,FALSE,26407,NA,2015-06-12 01:01:29,FALSE,NA,6.09163576616616E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,9043,FALSE,FALSE,NA,NA
This was a fun briefing: My science advisor just showed me this Hubble shot of the most crowded place in our galaxy. http://t.co/E2SeO9tumt,FALSE,33426,NA,2015-06-03 22:31:54,FALSE,NA,6.06226830241047E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,15438,FALSE,FALSE,NA,NA
Glad the Senate finally passed the USA Freedom Act. It protects civil liberties and our national security. I'll sign it as soon as I get it.,FALSE,10237,NA,2015-06-02 21:01:19,FALSE,NA,6.05841647193031E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,3391,FALSE,FALSE,NA,NA
Awarded two Medals of Honor today for acts of bravery a century ago. We honor our heroes no matter how long it takes. http://t.co/AYazTecZpB,FALSE,9437,NA,2015-06-02 18:28:56,FALSE,NA,6.05803300093452E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,2603,FALSE,FALSE,NA,NA
"Thanks for the questions! This was fun. I've got to run, but let’s do it again soon. Tell me what you're doing to #ActOnClimate.",FALSE,6199,NA,2015-05-28 17:29:26,FALSE,NA,6.03976385044972E+017,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1395,FALSE,FALSE,NA,NA
.@apat246 @chicagobulls love thibs and think he did a great job. Sorry to see him go but expect he will be snatched up soon by another team.,FALSE,3904,apat246,2015-05-28 17:29:05,FALSE,6.03962271732216E+017,6.03976299246322E+017,390825318,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2714,FALSE,FALSE,NA,NA
.@ZCarlander agreement with China big and will be working w Brazil to develop their plans. We will all need to do more with US leading,FALSE,1569,ZCarlander,2015-05-28 17:27:20,FALSE,6.03968816289292E+017,6.03975856466199E+017,1322284950,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,499,FALSE,FALSE,NA,NA
".@arianastover Kids instinctively understand importance of environment, impact on animals, health. Weave it into science and social studies",FALSE,3246,arianastover,2015-05-28 17:24:59,FALSE,6.03960787011543E+017,6.0397526742238E+017,37115355,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1165,FALSE,FALSE,NA,NA
".@HtetWint renewable energy key, already increased solar 10x and wind 3x, now need to invest more in r&amp;d and provide regulatory incentives",FALSE,2129,TedAWint,2015-05-28 17:22:28,FALSE,6.03972023216312E+017,6.03974634510234E+017,629103290,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,829,FALSE,FALSE,NA,NA
. @Jamesthe4tress Already expanded Pell Grants and capped student loan interest rates; now want to make 2 yrs of community college free.,FALSE,4478,jamesthe4tress,2015-05-28 17:18:40,FALSE,6.03961385710526E+017,6.0397367697594E+017,312459288,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,1759,FALSE,FALSE,NA,NA
"@HLF3267 In fact new trade deal with have the strongest enforceable environmental provisions in history, raising standards across Asia.",FALSE,612,HLF3267,2015-05-28 17:16:29,FALSE,6.03961258912653E+017,6.03973127383581E+017,2295625259,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",POTUS44,242,FALSE,FALSE,NA,NA
".@ZCarlander more severe weather events lead to displacement, scarcity, stressed populations; all increase likelihood of global conflict.",FALSE,2139,ZCarlander,2015-05-28 17:15:41,FALSE,6.03960838026822E+017,6.03972926287708E+017,1322284950,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,888,FALSE,FALSE,NA,NA
.@NathenVieira jr smith having a great season but the heart of the Cavs is Lebron. And no one can outshoot Curry - maybe Korver if wide open,FALSE,7247,NathenVieira,2015-05-28 17:11:48,FALSE,6.03960256067195E+017,6.03971948180177E+017,162090984,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,5966,FALSE,FALSE,NA,NA
"@.gkermmm 2/ after I sign agreement, Congress will have months of debate before a vote. Nothing secret about it.",FALSE,1406,NA,2015-05-28 17:08:53,FALSE,NA,6.03971215372362E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,466,FALSE,FALSE,NA,NA
.@gkermmm 1/ TPP is still being negotiated! But legislation requires the full text for 60 days before I sign.,FALSE,1117,gkermmm,2015-05-28 17:08:04,FALSE,6.03959975652692E+017,6.03971008328958E+017,465076617,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,403,FALSE,FALSE,NA,NA
.@drock89 as @Pontifex and other religious leaders have stated we have a moral obligation to the most vulnerable and the next generation.,FALSE,1939,drock89,2015-05-28 17:05:44,FALSE,6.03959452337771E+017,6.0397042263629E+017,28640463,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,811,FALSE,FALSE,NA,NA
.@BigBennyFL 3/ already rejected Shell's original proposal as inadequate which shows we're serious.,FALSE,1446,BigBennyFL,2015-05-28 17:04:00,FALSE,6.03959664385065E+017,6.03969986730709E+017,1007173664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,415,FALSE,FALSE,NA,NA
.@BigBennyFL 2/ But since we can't prevent oil exploration completely in region we're setting the highest possible standards,FALSE,1289,BigBennyFL,2015-05-28 17:02:56,FALSE,6.03959664385065E+017,6.03969716261036E+017,1007173664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,418,FALSE,FALSE,NA,NA
"@BigBennyFL 1/ We've shut off drilling in the most sensitive arctic areas, including Bristol Bay.",FALSE,664,BigBennyFL,2015-05-28 16:59:36,FALSE,6.03959664385065E+017,6.03968878058676E+017,1007173664,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,243,FALSE,FALSE,NA,NA
.@calebmegajew the science is overwhelming but what will move Congress will be public opinion. Your voices will make them open to facts.,FALSE,3048,calebmegajew,2015-05-28 16:56:22,FALSE,6.03959889497559E+017,6.03968065240314E+017,360324412,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1166,FALSE,FALSE,NA,NA
Ready to answer your questions on climate change. Let's do this! #AskPOTUS http://t.co/5KrIb5jL6S,FALSE,6785,NA,2015-05-28 16:48:24,FALSE,NA,6.03966058462974E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2933,FALSE,FALSE,NA,NA
Just got a hurricane preparedness briefing in Miami. Acting on climate change is critical. Got climate Qs? I'll answer at 1pm ET. #AskPOTUS,FALSE,4210,NA,2015-05-28 16:21:21,FALSE,NA,6.03959253334823E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,1817,FALSE,FALSE,NA,NA
Spent the morning at Arlington. Take time today to honor our fallen heroes. We're forever indebted to their families. http://t.co/hChhhOVCS3,FALSE,21622,NA,2015-05-25 16:45:21,FALSE,NA,6.02878130362147E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,8304,FALSE,FALSE,NA,NA
.@DrFahmida tell your niece I really like her letter. Couldn't agree more!,FALSE,14264,DrFahmida,2015-05-22 20:19:17,FALSE,6.01808287529456E+017,6.01844801672258E+017,211171360,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4197,FALSE,FALSE,NA,NA
".@rebsteve really enjoyed stopping by today. I had fun singing Shabbat Shalom with the PreK class downstairs, too! http://t.co/6b8CrXSgMt",FALSE,7100,rebsteve,2015-05-22 20:06:44,FALSE,6.01770783443124E+017,6.01841646020465E+017,43697249,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,2616,FALSE,FALSE,NA,NA
An honor to address the Coast Guard class of 2015. Confident they'll help us meet big challenges like climate change. http://t.co/1z4fteA1YJ,FALSE,18113,NA,2015-05-20 17:51:35,FALSE,NA,6.01082858497831E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,4597,FALSE,FALSE,NA,NA
"Good question, @billclinton. The handle comes with the house. Know anyone interested in @FLOTUS?",FALSE,99546,BillClinton,2015-05-18 21:07:29,FALSE,6.00389785769882E+017,6.00407380279566E+017,1330457336,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,53707,FALSE,FALSE,NA,NA
"In Camden today, seeing first-hand how smart policing is making the community safer while building trust. http://t.co/3MiWk43c8g",FALSE,27332,NA,2015-05-18 19:51:30,FALSE,NA,6.00388258665787E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,8723,FALSE,FALSE,NA,NA
"Hello, Twitter! It's Barack. Really! Six years in, they're finally giving me my own account.",FALSE,419333,NA,2015-05-18 15:38:52,FALSE,NA,6.00324682190053E+017,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",POTUS44,271350,FALSE,FALSE,NA,NA
